Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07772679820502337
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07792118306884843
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0778924396638886
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12395790476361004
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07997828755437644
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 1e-05, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0796871035327677
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.0001, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08020777536860758
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.09127577289038599
Params: {'C': 0.0001, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.09250906444806586
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13687758036320624
Params: {'C': 0.001, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 0.001, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07981223074873056
Params: {'C': 0.001, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.14578637624392554
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.09113026675559811
Params: {'C': 0.001, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07966882142117981
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.09249330557548772
Params: {'C': 0.0001, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08005334226453242
Params: {'C': 0.001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.14552221643199748
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1368560145014776
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.07974989308344303
Params: {'C': 0.001, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.2354708829629142
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.09238964757972808
Params: {'C': 0.001, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.09255002562672054
Params: {'C': 0.0001, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.23608394780989983
Params: {'C': 0.001, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.23965176972328228
Params: {'C': 0.001, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.001, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.23306930917638552
Params: {'C': 0.001, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.001, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.23529325625304764
Params: {'C': 0.001, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.21744923941223696
Params: {'C': 0.001, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.15253507101839245
Params: {'C': 0.001, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.2356458383939364
Params: {'C': 0.01, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 0.01, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.001, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.23189717240987223
Params: {'C': 0.001, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1512104776084175
Params: {'C': 0.01, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6845937790033411
Params: {'C': 0.001, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.6636779271473129
Params: {'C': 0.01, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.001, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.21673910545449526
Params: {'C': 0.001, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.238904336264267
Params: {'C': 0.01, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.01, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.001, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.15065997887380964
Params: {'C': 0.01, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6618021064149655
Params: {'C': 0.001, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.23154851501889362
Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.001, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.2335226491391385
Params: {'C': 0.001, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1524637939223917
Params: {'C': 0.01, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6532178754475677
Params: {'C': 0.01, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.01, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.01, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.4917209482413963
Params: {'C': 0.01, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.6935595551335235
Params: {'C': 0.01, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.47003756974839833
Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.01, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.16273431904475089
Params: {'C': 0.01, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.01, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6515245174657094
Params: {'C': 0.01, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.4915804966875419
Params: {'C': 0.01, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.46412127853782686
Params: {'C': 0.01, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.4931055631149206
Params: {'C': 0.01, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.4894038680719458
Params: {'C': 0.01, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.16380605376340862
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08123171763846476
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12396170283479313
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.07806553517099328
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0777508223786497
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08012786253459349
Params: {'C': 1e-05, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 1e-05, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13104107423348738
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07793057698892794
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0801575139968992
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07772679820502337
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12395790476361004
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07997828755437644
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07792118306884843
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.0778924396638886
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 1e-05, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0796871035327677
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.08020777536860758
Params: {'C': 0.0001, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.09250906444806586
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.09127577289038599
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13687758036320624
Params: {'C': 0.001, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 0.001, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07981223074873056
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07966882142117981
Params: {'C': 0.001, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.001, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.14578637624392554
Params: {'C': 0.0001, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.09113026675559811
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.09249330557548772
Params: {'C': 0.0001, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.07974989308344303
Params: {'C': 0.0001, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08005334226453242
Params: {'C': 0.001, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.2354708829629142
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.09255002562672054
Params: {'C': 0.001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.0001, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.14552221643199748
Params: {'C': 0.001, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.0001, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.09238964757972808
Params: {'C': 0.0001, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1368560145014776
Params: {'C': 0.001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.0001, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.23965176972328228
Params: {'C': 0.001, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.23608394780989983
Params: {'C': 0.001, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.23529325625304764
Params: {'C': 0.001, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.23306930917638552
Params: {'C': 0.001, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.21744923941223696
Params: {'C': 0.001, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.001, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.15253507101839245
Params: {'C': 0.001, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 0.001, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.01, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.001, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.2356458383939364
Params: {'C': 0.001, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1512104776084175
Params: {'C': 0.001, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.001, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.23189717240987223
Params: {'C': 0.001, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.21673910545449526
Params: {'C': 0.01, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.001, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6845937790033411
Params: {'C': 0.01, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.01, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.6636779271473129
Params: {'C': 0.001, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.238904336264267
Params: {'C': 0.01, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 0.001, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.2335226491391385
Params: {'C': 0.001, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.15065997887380964
Params: {'C': 0.001, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1524637939223917
Params: {'C': 0.001, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.23154851501889362
Params: {'C': 0.01, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.001, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 0.01, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6532178754475677
Params: {'C': 0.01, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6618021064149655
Params: {'C': 0.01, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.4917209482413963
Params: {'C': 0.01, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.47003756974839833
Params: {'C': 0.01, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 0.01, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 0.01, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.16273431904475089
Params: {'C': 0.01, 'mode': 0, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 0.01, 'mode': 1, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6515245174657094
Params: {'C': 0.01, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.6935595551335235
Params: {'C': 0.01, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.4915804966875419
Params: {'C': 0.01, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.46412127853782686
Params: {'C': 0.01, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 0.01, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.4931055631149206
Params: {'C': 0.01, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.4894038680719458
Params: {'C': 0.01, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.16380605376340862
Params: {'C': 0.01, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0777508223786497
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': False}, Score: 0.08012786253459349
Params: {'C': 1e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.12396170283479313
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.07806553517099328
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08123171763846476
Params: {'C': 1e-05, 'mode': 1, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 0, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': True}, Score: 0.6743133229650895
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': True}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13104107423348738
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.0801575139968992
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07793057698892794
Params: {'C': 1e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0813731942288936
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07772679820502337
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.001, 'learn_intercept': False}, Score: 0.6720357834280491
Params: {'C': 0.0001, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 1e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13102042651878254
Params: {'C': 1e-05, 'mode': 2, 'eps': 10, 'learn_intercept': False}, Score: 0.12583131612048443
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.001, 'learn_intercept': True}, Score: 0.07997828755437644
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.080239254838534
